steam_id,game_count,total_hours_played,game_names,most_played_game,playtime_forever,playtime_hours
76561197960318502,14,507.3666666666667,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Counter-Strike: Source', 'Day of Defeat: Source', 'Half-Life 2: Deathmatch', 'Half-Life 2: Lost Coast', 'Lost Planet: Extreme Condition', 'Counter-Strike 2']",Day of Defeat,3,0.05
76561197960318502,14,507.3666666666667,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Counter-Strike: Source', 'Day of Defeat: Source', 'Half-Life 2: Deathmatch', 'Half-Life 2: Lost Coast', 'Lost Planet: Extreme Condition', 'Counter-Strike 2']",Deathmatch Classic,0,0.0
76561197960318502,14,507.3666666666667,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Counter-Strike: Source', 'Day of Defeat: Source', 'Half-Life 2: Deathmatch', 'Half-Life 2: Lost Coast', 'Lost Planet: Extreme Condition', 'Counter-Strike 2']",Half-Life: Opposing Force,0,0.0
76561197960318502,14,507.3666666666667,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Counter-Strike: Source', 'Day of Defeat: Source', 'Half-Life 2: Deathmatch', 'Half-Life 2: Lost Coast', 'Lost Planet: Extreme Condition', 'Counter-Strike 2']",Ricochet,0,0.0
76561197960318502,14,507.3666666666667,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Counter-Strike: Source', 'Day of Defeat: Source', 'Half-Life 2: Deathmatch', 'Half-Life 2: Lost Coast', 'Lost Planet: Extreme Condition', 'Counter-Strike 2']",Half-Life,0,0.0
76561197960318502,14,507.3666666666667,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Counter-Strike: Source', 'Day of Defeat: Source', 'Half-Life 2: Deathmatch', 'Half-Life 2: Lost Coast', 'Lost Planet: Extreme Condition', 'Counter-Strike 2']",Half-Life: Blue Shift,0,0.0
76561197960318502,14,507.3666666666667,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Counter-Strike: Source', 'Day of Defeat: Source', 'Half-Life 2: Deathmatch', 'Half-Life 2: Lost Coast', 'Lost Planet: Extreme Condition', 'Counter-Strike 2']",Counter-Strike: Source,888,14.8
76561197960318502,14,507.3666666666667,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Counter-Strike: Source', 'Day of Defeat: Source', 'Half-Life 2: Deathmatch', 'Half-Life 2: Lost Coast', 'Lost Planet: Extreme Condition', 'Counter-Strike 2']",Day of Defeat: Source,0,0.0
76561197960318502,14,507.3666666666667,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Counter-Strike: Source', 'Day of Defeat: Source', 'Half-Life 2: Deathmatch', 'Half-Life 2: Lost Coast', 'Lost Planet: Extreme Condition', 'Counter-Strike 2']",Half-Life 2: Deathmatch,0,0.0
76561197960318502,14,507.3666666666667,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Counter-Strike: Source', 'Day of Defeat: Source', 'Half-Life 2: Deathmatch', 'Half-Life 2: Lost Coast', 'Lost Planet: Extreme Condition', 'Counter-Strike 2']",Half-Life 2: Lost Coast,0,0.0
76561197960318502,14,507.3666666666667,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Counter-Strike: Source', 'Day of Defeat: Source', 'Half-Life 2: Deathmatch', 'Half-Life 2: Lost Coast', 'Lost Planet: Extreme Condition', 'Counter-Strike 2']",Lost Planet: Extreme Condition,0,0.0
76561197960318502,14,507.3666666666667,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Counter-Strike: Source', 'Day of Defeat: Source', 'Half-Life 2: Deathmatch', 'Half-Life 2: Lost Coast', 'Lost Planet: Extreme Condition', 'Counter-Strike 2']",Counter-Strike 2,21768,362.8
76561197960316465,8,0.0,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift']",Counter-Strike,0,0.0
76561197960316465,8,0.0,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift']",Team Fortress Classic,0,0.0
76561197960316465,8,0.0,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift']",Day of Defeat,0,0.0
76561197960316465,8,0.0,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift']",Deathmatch Classic,0,0.0
76561197960316465,8,0.0,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift']",Half-Life: Opposing Force,0,0.0
76561197960316465,8,0.0,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift']",Ricochet,0,0.0
76561197960316465,8,0.0,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift']",Half-Life,0,0.0
76561197960316465,8,0.0,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift']",Half-Life: Blue Shift,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Counter-Strike,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Team Fortress Classic,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Day of Defeat,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Deathmatch Classic,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Half-Life: Opposing Force,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Ricochet,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Half-Life,58,0.9666666666666667
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Half-Life: Blue Shift,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Far Cry 2,1107,18.45
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",America's Army: Proving Grounds,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Gotham City Impostors: Free To Play,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Path of Exile,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Moonbase Alpha,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Toribash,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",No More Room in Hell,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Sven Co-op,88,1.4666666666666666
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Robocraft,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Unturned,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Defiance,0,0.0
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Counter-Strike 2,33001,550.0166666666667
76561197960305747,21,572.15,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Far Cry 2', ""America's Army: Proving Grounds"", 'Gotham City Impostors: Free To Play', 'Path of Exile', 'Moonbase Alpha', 'Toribash', 'No More Room in Hell', 'Sven Co-op', 'Robocraft', 'Unturned', 'Defiance', 'Counter-Strike 2', 'Drunken Wrestlers 2']",Drunken Wrestlers 2,75,1.25
76561197960314666,23,2475.3,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Left 4 Dead 2', 'TrackMania Nations Forever', 'Wreckfest', 'Wreckfest Throw-A-Santa + Sneak Peek 2.0', 'DiRT Rally', 'Counter-Strike 2', 'Golf With Your Friends', 'PUBG: BATTLEGROUNDS', 'Assetto Corsa Competizione', 'Assetto Corsa', 'F1 2019', 'Among Us', 'DiRT Rally 2.0', 'F1 2021', 'F1 2020']",Counter-Strike,12042,200.7
76561197960314666,23,2475.3,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Left 4 Dead 2', 'TrackMania Nations Forever', 'Wreckfest', 'Wreckfest Throw-A-Santa + Sneak Peek 2.0', 'DiRT Rally', 'Counter-Strike 2', 'Golf With Your Friends', 'PUBG: BATTLEGROUNDS', 'Assetto Corsa Competizione', 'Assetto Corsa', 'F1 2019', 'Among Us', 'DiRT Rally 2.0', 'F1 2021', 'F1 2020']",Team Fortress Classic,0,0.0
76561197960314666,23,2475.3,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Left 4 Dead 2', 'TrackMania Nations Forever', 'Wreckfest', 'Wreckfest Throw-A-Santa + Sneak Peek 2.0', 'DiRT Rally', 'Counter-Strike 2', 'Golf With Your Friends', 'PUBG: BATTLEGROUNDS', 'Assetto Corsa Competizione', 'Assetto Corsa', 'F1 2019', 'Among Us', 'DiRT Rally 2.0', 'F1 2021', 'F1 2020']",Day of Defeat,0,0.0
76561197960314666,23,2475.3,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Left 4 Dead 2', 'TrackMania Nations Forever', 'Wreckfest', 'Wreckfest Throw-A-Santa + Sneak Peek 2.0', 'DiRT Rally', 'Counter-Strike 2', 'Golf With Your Friends', 'PUBG: BATTLEGROUNDS', 'Assetto Corsa Competizione', 'Assetto Corsa', 'F1 2019', 'Among Us', 'DiRT Rally 2.0', 'F1 2021', 'F1 2020']",Deathmatch Classic,0,0.0
76561197960314666,23,2475.3,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Left 4 Dead 2', 'TrackMania Nations Forever', 'Wreckfest', 'Wreckfest Throw-A-Santa + Sneak Peek 2.0', 'DiRT Rally', 'Counter-Strike 2', 'Golf With Your Friends', 'PUBG: BATTLEGROUNDS', 'Assetto Corsa Competizione', 'Assetto Corsa', 'F1 2019', 'Among Us', 'DiRT Rally 2.0', 'F1 2021', 'F1 2020']",Half-Life: Opposing Force,0,0.0
76561197960314666,23,2475.3,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Left 4 Dead 2', 'TrackMania Nations Forever', 'Wreckfest', 'Wreckfest Throw-A-Santa + Sneak Peek 2.0', 'DiRT Rally', 'Counter-Strike 2', 'Golf With Your Friends', 'PUBG: BATTLEGROUNDS', 'Assetto Corsa Competizione', 'Assetto Corsa', 'F1 2019', 'Among Us', 'DiRT Rally 2.0', 'F1 2021', 'F1 2020']",Ricochet,0,0.0
76561197960314666,23,2475.3,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Left 4 Dead 2', 'TrackMania Nations Forever', 'Wreckfest', 'Wreckfest Throw-A-Santa + Sneak Peek 2.0', 'DiRT Rally', 'Counter-Strike 2', 'Golf With Your Friends', 'PUBG: BATTLEGROUNDS', 'Assetto Corsa Competizione', 'Assetto Corsa', 'F1 2019', 'Among Us', 'DiRT Rally 2.0', 'F1 2021', 'F1 2020']",Half-Life,0,0.0
76561197960314666,23,2475.3,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Left 4 Dead 2', 'TrackMania Nations Forever', 'Wreckfest', 'Wreckfest Throw-A-Santa + Sneak Peek 2.0', 'DiRT Rally', 'Counter-Strike 2', 'Golf With Your Friends', 'PUBG: BATTLEGROUNDS', 'Assetto Corsa Competizione', 'Assetto Corsa', 'F1 2019', 'Among Us', 'DiRT Rally 2.0', 'F1 2021', 'F1 2020']",Half-Life: Blue Shift,0,0.0
76561197960314666,23,2475.3,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Left 4 Dead 2', 'TrackMania Nations Forever', 'Wreckfest', 'Wreckfest Throw-A-Santa + Sneak Peek 2.0', 'DiRT Rally', 'Counter-Strike 2', 'Golf With Your Friends', 'PUBG: BATTLEGROUNDS', 'Assetto Corsa Competizione', 'Assetto Corsa', 'F1 2019', 'Among Us', 'DiRT Rally 2.0', 'F1 2021', 'F1 2020']",Left 4 Dead 2,0,0.0
76561197960314666,23,2475.3,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Left 4 Dead 2', 'TrackMania Nations Forever', 'Wreckfest', 'Wreckfest Throw-A-Santa + Sneak Peek 2.0', 'DiRT Rally', 'Counter-Strike 2', 'Golf With Your Friends', 'PUBG: BATTLEGROUNDS', 'Assetto Corsa Competizione', 'Assetto Corsa', 'F1 2019', 'Among Us', 'DiRT Rally 2.0', 'F1 2021', 'F1 2020']",TrackMania Nations Forever,19,0.31666666666666665
76561197960314666,23,2475.3,"['Counter-Strike', 'Team Fortress Classic', 'Day of Defeat', 'Deathmatch Classic', 'Half-Life: Opposing Force', 'Ricochet', 'Half-Life', 'Half-Life: Blue Shift', 'Left 4 Dead 2', 'TrackMania Nations Forever', 'Wreckfest', 'Wreckfest Throw-A-Santa + Sneak Peek 2.0', 'DiRT Rally', 'Counter-Strike 2', 'Golf With Your Friends', 'PUBG: BATTLEGROUNDS', 'Assetto Corsa Competizione', 'Assetto Corsa', 'F1 2019', 'Among Us', 'DiRT Rally 2.0', 'F1 2021', 'F1 2020']",Wreckfest,4335,72.25
